LeadCreated,VendorLeadID,CallStatus,WidgetName,PublisherZoneName,PublisherCampaignName,AddressScore,PhoneScore,AdvertiserCampaignName,State,DebtLevel,Partner,ReferralDomain,MarketingCampaign,AdGroup,Keyword,SearchQuery,QualityGroup,GoodLeadFlag,ClosedLeadFlag,Month,Quarter,Year
15-09-2009,ax2MbrUL50mJRM-Ueqa-mg,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,OR,30001-50000,google,www.google.com,Debt General,Loan Default,Loan default help,student loan default help,Bad,0,0,2009-09,2009Q3,2009
13-05-2009,147840EC-3482-42D7-A5B7-25EED5BA24CD,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IN,90000-100000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
24-08-2009,B2344A13-2DA6-4785-8D74-3BA001DA9461,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,3,4,Debt Settlement1 Master,MD,15001-20000,Google,www.doityourself.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
10-05-2009,F1AAD861-F9CE-4B7F-AB32-0F63D0AD13DD,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MA,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Reduction,Unknown,credit card interest reduction,Unknown,0,0,2009-05,2009Q2,2009
30-07-2009,737FBBB8-F028-4071-B8BE-61FFC56BC334,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,5,creditsolutions-branded-shortform,WV,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,General Debt,Unknown,government debt help,Unknown,0,0,2009-07,2009Q3,2009
09-05-2009,D9AA2F90-B3DA-4E14-91E8-B8343FCB1985,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,WV,30001-50000,google,www.google.com,Debt General,Student Debt,Student loan default,defaulted student loan consolidation,Unknown,0,0,2009-05,2009Q2,2009
20-05-2009,aiBR0axuK0K9lOGiD5OF9w,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,DC,50001-70000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-05,2009Q2,2009
13-07-2009,CFF55A26-3D2D-42D8-B13F-8EDBAFA37FFA,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CO,7500-10000,Google,Unknown,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
01-07-2009,FAEFD564-0C1D-4B6F-934A-80E9CCA6FC64,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,NV,7500-10000,google,pagead2.googlesyndication.com,Debt Volume_CA,Debt,Debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
03-05-2009,3E30B008-761D-4891-B1C5-15C1823B69E2,Unknown,w-300250-DebtReduction1-1DC-Head2,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,7500-15000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
14-05-2009,B85EFF0F-00B6-408E-98CD-3DCF5EEC3A96,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,LA,20001-30000,yahoo,www.findstuff.com,DebtReductionInc,Debt Consolidation,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
16-09-2009,F53BD82D-74C8-4F89-A327-72C624921851,Unknown,w-302252-DebtReduction1-1DC-yellowarrow,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,NY,10001-15000,yahoo,www.debtsolution.com,DebtReductionInc,Credit Card Consolidation,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
10-04-2009,GtLAkASkqUibh6k6wn593w,Closed,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,15001-20000,AdKnowledge,us.mc518.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Closed,1,1,2009-04,2009Q2,2009
21-07-2009,0223E865-D9B9-4324-975B-17D13316465B,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,3,creditsolutions-branded-shortform,AZ,20001-30000,google,www.ask.com,Credit,How,How to fix credit,How to Fix Credit Myself,Unknown,0,0,2009-07,2009Q3,2009
14-07-2009,dMIn0BfpT0inGMtZeXMrCQ,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MD,90000-100000,Google,Unknown,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
08-04-2009,A3EF628A-E5B5-493A-BCB4-BAB56D2C7B24,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,20001-30000,yahoo,wwwwp.find-assist.com,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
31-07-2009,5992FD69-ED2D-4B74-B3B0-B50618D20B9D,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,4,4,creditsolutions-branded-shortform,IN,30001-50000,Google,www.doityourself.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
29-07-2009,F83A52DC-DD14-4249-86A2-D468B5CA585A,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,MD,30001-50000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Abc debt relief,abc debt relief,Unknown,0,0,2009-07,2009Q3,2009
15-04-2009,BA3B1BAA-5E1C-46CB-8DD3-CE610A86F8E4,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,yahoo,search.yahoo.com,state,Bankruptcy And Chapter 7,Unknown,california banckruptcy,Unknown,0,0,2009-04,2009Q2,2009
14-05-2009,AE447D9C-DE3A-43E8-9AF1-CADD8DEC22D8,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,7500-15000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
27-07-2009,DA85D01B-BEAE-4304-8574-049A134C8045,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,2,creditsolutions-branded-shortform,CA,7500-10000,google,www.google.com,Debt General,Stop Collections,Credit collectors,credit collectors,Unknown,0,0,2009-07,2009Q3,2009
11-08-2009,CC09A7E3-E137-47B0-9900-336C585A4F48,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,CA,30001-50000,google,www.google.com,Debt General,Lower Payments,Credit card payments,chase.com creditcards payment,Unknown,0,0,2009-08,2009Q3,2009
17-05-2009,11ED52AC-D9C7-4A1B-9ADE-FC4446B2533F,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,7500-15000,google,www.google.com,Debt General,Student Debt,Student loan default,student loan consolidation default,Unknown,0,0,2009-05,2009Q2,2009
15-05-2009,2YUUcPhmv0mHz6VN25Nu9g,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt negotiation reviews,reviews debt settlement,Bad,0,0,2009-05,2009Q2,2009
23-07-2009,bkPeuyaNkUOx6T2qpexBCA,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,CA,10001-15000,Google,www.soyouwanna.com,DebtReductionInc,Student Debt,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
11-04-2009,080ABFC6-B71F-442F-8A1C-814847F1B35E,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,google,www.google.com,Credit,How,How to fix credit,how to fix crediy,Unknown,0,0,2009-04,2009Q2,2009
01-06-2009,LhPgFPbaKUGxqfxImaq4vg,EP Sent,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,20001-30000,yahoo,search.yahoo.com,DebtReductionInc,Debt Negotiation,Unknown,debtco,Good,1,0,2009-06,2009Q2,2009
21-08-2009,A5539177-A119-4330-9773-6E58E050C9F3,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,CA,30001-50000,Google,pubads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
07-09-2009,CB7A65FA-A0F2-4768-AE21-EFE1C5EC050C,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,1,2,Debt Settlement1 Master,CA,More_than_100000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debts,"best way to handle $250, 000 in credit card debts",Unknown,0,0,2009-09,2009Q3,2009
28-05-2009,C75F8285-CFF3-4B92-897D-A819303EA625,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CT,30001-50000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
18-04-2009,69672DD6-9D6B-48F9-B706-DFF6EA4C98C3,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-15000,google,searchportal.information.com,Debt General,Student Debt,Student loan default,Unknown,Unknown,0,0,2009-04,2009Q2,2009
02-06-2009,ABAE4381-8B6F-457D-9299-19FA70E85D1F,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,7500-10000,yahoo,search.yahoo.com,DebtReductionInc,Student Debt,Unknown,default on private student loans,Unknown,0,0,2009-06,2009Q2,2009
18-05-2009,D676FCAE-B38E-4789-BF2E-E7D35C4C50D4,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,NM,15001-20000,Google,www.sedoparking.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
04-04-2009,3AEF10B7-81D5-4566-A0A2-3C4773C044B6,Unknown,w-300250-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,PA,7500-15000,AdKnowledge,us.mc635.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
24-04-2009,90E54959-105C-49DD-BD23-C9C98B003E0D,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,30001-50000,yahoo,bankruptcy.com,state,Chapter 13,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
23-08-2009,C0FA84D0-1C6C-43D7-9C22-490FD9891D1B,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,2,creditsolutions-branded-shortform,IN,7500-10000,Google,googleads.g.doubleclick.net,DebtReductionInc,Debt Reduction,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
09-06-2009,bhFUw1k_e0GW-nMHLMfbGw,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,FL,7500-10000,AdKnowledge,www.bing.com,Financial Services,Consolidate,Unknown,settle all your debt for cents on the $,Bad,0,0,2009-06,2009Q2,2009
18-05-2009,7CE2A74A-BC03-417F-9EB7-CB2C38DF95F8,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,SD,15001-20000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
10-06-2009,Y6k8_8ev_UGmsXQ43jvXXQ,EP Confirmed,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,CA,15001-20000,Google,googleads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Good,1,0,2009-06,2009Q2,2009
02-05-2009,AD4C2D75-3688-4226-90EE-91BD347E3B4F,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,AR,More_than_100000,yahoo,search.yahoo.com,state,Bankruptcy And Chapter 7,Unknown,bankruptcy law in arkansas,Unknown,0,0,2009-05,2009Q2,2009
01-06-2009,KsvJSjafIU_WwB77w7fMjA,Closed,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,20001-30000,google,www.google.com,Debt Volume,Debt,Debt,debt free stimulus,Closed,1,1,2009-06,2009Q2,2009
12-07-2009,07B681BC-8743-4EC0-8B95-07AA9EDEFDBC,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MO,15001-20000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Consolidation,Unknown,debt consolodation,Unknown,0,0,2009-07,2009Q3,2009
22-08-2009,40D6CF39-17BA-4AAE-8A43-8ADBCF2392C3,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,3,creditsolutions-branded-shortform,IL,70001-90000,Google,www.debtreductioninc.com,state,Debt Negotiation,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
29-08-2009,BjJ9oYjueky_d_lcotHc6g,Contacted - Invalid Profile,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,4,creditsolutions-branded-shortform,NY,7500-10000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Bad,0,0,2009-08,2009Q3,2009
24-07-2009,527B746C-9808-43E5-A5C4-D697BA7D0AE1,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,FL,30001-50000,Google,Unknown,DebtReductionInc,Lower Payments,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
29-07-2009,BC20089C-8A5A-4995-9129-D1574116D826,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,5,3,Debt Settlement1 Master,DC,7500-10000,google,googleads.g.doubleclick.net,Debt Volume,How,debt,Unknown,Unknown,0,0,2009-07,2009Q3,2009
07-08-2009,30E75120-C1FE-4BD1-905C-D206CC7B4B17,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,2,creditsolutions-branded-shortform,OK,10001-15000,google,www.google.com,Debt Volume,Debt,Debt,debt stimulus,Unknown,0,0,2009-08,2009Q3,2009
17-07-2009,B3034658-8992-4E09-B4E9-7420662724E6,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,IL,20001-30000,Google,googleads.g.doubleclick.net,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
26-08-2009,D0EEC9A5-245C-41FE-A612-27D99BC4279C,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,PA,30001-50000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-08,2009Q3,2009
28-07-2009,B0C2EA3C-6A86-4B9D-8044-17C314572BDD,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,LA,10001-15000,Google,ezinearticles.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
18-07-2009,vB3uZMziL0idY51IOfnDiQ,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,3,3,creditsolutions-branded-shortform,CA,7500-10000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Bad,0,0,2009-07,2009Q3,2009
03-09-2009,FACB5656-2A61-4413-B2E3-D65E82BE3BB9,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,3,4,Debt Settlement1 Master,CA,50001-70000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debt loan,transcontinental lending group reviews debt loan,Unknown,0,0,2009-09,2009Q3,2009
15-08-2009,54906F0F-5EE5-4D20-BAE9-694D061963CD,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,2,Debt Settlement1 Master,TX,50001-70000,google,www.google.com,Debt General,Debt Reduction,Best debt reduction,best debt reduction,Unknown,0,0,2009-08,2009Q3,2009
07-07-2009,0F41EBDE-C93F-4CEA-9D4B-4270C0AA9E06,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,,2,Debt Settlement1 Master,FL,10001-15000,Google,www.ehow.com,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
15-05-2009,270A00BF-3B69-4C4A-ADC3-FA0ECF0467A8,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,20001-30000,AdKnowledge,us.mc01g.mail.yahoo.com,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
07-04-2009,B835D943-6FE0-4CE1-B6BC-369E096092A7,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,TX,20001-30000,yahoo,search.yahoo.com,state,About Bill Consolidation,Unknown,bill consolidation in texas,Unknown,0,0,2009-04,2009Q2,2009
15-07-2009,6FE335B7-64C1-48C5-9754-C4E871F96355,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,5,5,creditsolutions-branded-shortform,VA,15001-20000,Google,www.sedoparking.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-07,2009Q3,2009
20-07-2009,23EABA4C-15D9-41CF-B2C7-011807AE5669,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,NY,30001-50000,google,search.aol.com,Debt Holding Tank,Holding Tank - Debt,Debtrescueusa,debtrescueusa,Unknown,0,0,2009-07,2009Q3,2009
29-06-2009,330AA342-F8AB-4469-84E3-C0CB5DC7437C,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,2,Debt Settlement1 Master,MO,More_than_100000,Google,collegesavings.about.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-06,2009Q2,2009
20-05-2009,8108B236-C509-4DC9-89C4-FE225CA6F170,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,7500-15000,yahoo,search.yahoo.com,DebtReductionInc,Credit Card Debt,Unknown,how to reduce credit card debt,Unknown,0,0,2009-05,2009Q2,2009
27-05-2009,8DF74A64-FC95-4D47-91C8-974288E25C6F,Unknown,w-302252-DebtReduction1-1DC-white,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,FL,90000-100000,Google,www.ehow.com,DebtReductionInc,Student Debt,Unknown,Unknown,Unknown,0,0,2009-05,2009Q2,2009
21-04-2009,27E2BBBD-29A7-48CD-BE2E-0DC5937952B2,Unknown,w-300250-DebtReduction1-1DC-Head3,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,7500-15000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Debts cure,cura debt,Unknown,0,0,2009-04,2009Q2,2009
17-08-2009,V0gijj4mxE6KU2YqXwzdyg,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-yellowarrow-dark,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,MD,15001-20000,google,ezinearticles.com,Debt Consolidation,Consolidation,Consolidation loans,Unknown,Bad,0,0,2009-08,2009Q3,2009
01-07-2009,0AA8463D-A148-443E-A307-4340FB014B00,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,3,creditsolutions-branded-shortform,CA,More_than_100000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Legally erase your debt as seen on msnbc,legally erase your debt as seen on msnbc,Unknown,0,0,2009-07,2009Q3,2009
18-05-2009,3CECA7A6-7522-4718-A5F5-D5C85072E3AE,Unknown,w-302252-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,CA,15001-20000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,Legally erase your debt as seen on msnbc,legally erase your debt as seen on msnbc,Unknown,0,0,2009-05,2009Q2,2009
07-09-2009,E6C4D8EE-4228-4816-99F7-D22D0D5C7524,Unknown,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,1,5,creditsolutions-branded-shortform,CO,70001-90000,google,www.google.com,Debt Holding Tank,Holding Tank - Debt,American debt,American Debt Associates,Unknown,0,0,2009-09,2009Q3,2009
02-09-2009,3C09A655-F258-4C23-A820-C29073D37DAD,Unknown,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,1,4,Debt Settlement1 Master,WV,90000-100000,Google,pubads.g.doubleclick.net,DebtReductionInc,Credit Card Debt - high volume,Unknown,Unknown,Unknown,0,0,2009-09,2009Q3,2009
19-05-2009,c2jTJQUTTk_6cKfzP8aJsw,Unable to contact - Bad Contact Information,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,MA,15001-20000,google,www.google.com,Debt General,Debt Negotiation,Debt negotiation lawyer,attorney based debt settlement,Bad,0,0,2009-05,2009Q2,2009
16-04-2009,91A33073-6E9D-41D4-89F2-023FF70B0AC1,Unknown,w-300250-DebtReduction1-1DC,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,VA,70001-90000,yahoo,search.yahoo.com,state,Bankruptcy And Chapter 13,Unknown,va bankruptcy laws,Unknown,0,0,2009-04,2009Q2,2009
16-08-2009,NjDchlQLKUmnkIulrjyXmQ,EP Confirmed,w-302252-DebtReduction1-1DC-yellowarrow-blue,TopLeft-302252,DebtReductionInc,5,5,Debt Settlement1 Master,VA,10001-15000,google,www.google.com,Debt Volume,Debt,Debt,freedom debt relief scam,Good,1,0,2009-08,2009Q3,2009
21-04-2009,424DF167-E9D0-4871-AA16-390CA2732926,Unknown,w-300250-DebtReduction1-1DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,IN,20001-30000,google,www.ask.com,Debt General,Debt Negotiation,Credit debt negotiation,what does debt negotiation do to your credit report?,Unknown,0,0,2009-04,2009Q2,2009
07-04-2009,E2CA999A-F68D-4E14-8D72-7A076AEB1576,Unknown,w-300250-DebtReduction1-2DC-BlueMeter,TopLeft-302252,DebtReductionInc,,,Debt Settlement1 Master,MA,20001-30000,google,search6.info.com,Credit,Debt Credit Services,Credit services,Unknown,Unknown,0,0,2009-04,2009Q2,2009
03-04-2009,E3800992-6E78-4CCE-B720-5DAE46DD67E3,Unknown,w-300250-DebtReduction1-2DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,,creditsolutions-branded-shortform,TX,15001-20000,AdKnowledge,Unknown,Financial Services,Consolidate,Unknown,Unknown,Unknown,0,0,2009-04,2009Q2,2009
27-06-2009,6F8s3asSpEqAQrXqjPTkyQ,Contacted - Doesn't Qualify,w-302252-DebtReduction1-1DC-CreditSolutions,TopLeft-302252,DebtReductionInc,,5,creditsolutions-branded-shortform,AZ,30001-50000,google,search.aol.com,Debt General,Debt Loan,Debt reduction loan,Unknown,Bad,0,0,2009-06,2009Q2,2009
